,Line Item Quantity,Freight Cost (USD),Vendor,meds
588,84,871.71,70,Remicade
589,28,11103.234819296562,49,ursadiol
590,4327,26574.61,50,Vit D daily
591,1396,5781.14,50,acetaminophen suppository 650mg
592,15960,6609.02,13,Zyrtec daily
593,5040,4883.46,46,nabumetone
594,132,633.0,27,hydrALAZINE HCl Tablet 50 MG  Give 1 tablet by mouth two times a day for HTN related to ESSENTIAL (PRIMARY) HYPERTENSION (I10) Pravastatin Sodium Tablet 10 MG  Give 1 tablet by mouth at bedtime related to HYPERLIPIDEMIA
595,30,11103.234819296562,58,Joint/Flex Vit.
596,7,4404.9,31,OTC Claritin 10mg
597,8485,22229.32,21,Eliquis 5mg BID
598,6,2709.98,2,last night she took Vitamin C
599,880,2771.84,13,niacin 100mg daily
600,280,1516.05,18,steroid
601,6998,44347.71,61,Quinapril
602,350,11103.234819296562,58,and  HCTZ
603,100,11103.234819296562,58,melatonin metoprolol
604,1174,4015.0,50,2 tablets orally Monday and Friday Torsemide 100mg
605,30,21015.77,31,Advil
606,1174,5243.53,50,Lexapro 10 mg daily
607,150,11103.234819296562,50,Lisinopril Azathioprine Rosuvastatin Align Eyedrops: dorzolamide-timolol
608,6966,3894.21,13,allopurinol
609,4200,11103.234819296562,13,FLOVENT INH
610,4916,23300.18,70,Calcium Citrate with Vitamin D3
611,2500,8101.57,70,Vitamin D3 3000 IU
612,8964,15619.2,21,albuterol hfa
613,3510,20083.74,61,potassium chloride crys
614,120,11103.234819296562,58,Xanax 1 mg prn
615,108,11103.234819296562,72,Iron pills.
616,12,536.78,31,One-a-day Adult MVI
617,700,6862.01,70,ammlodipine
618,9576,11103.234819296562,13,heart medication
619,1132,4323.93,50,baby asperin
620,3912,15022.74,54,Glucosamine Sulfate
621,10,807.28,2,Finesteride
622,260,2246.81,18,Glucosomin-eCondroitan
623,5000,11103.234819296562,58,Fish Oil Gummies
624,1320,11103.234819296562,58,Ventolin
625,500,11103.234819296562,58,Nadolol
626,10260,11103.234819296562,58,Omega 3 100 mg
627,20213,11103.234819296562,58,Co Q 10  100mg
628,1140,11103.234819296562,58,ALPRAZOLUM (XAXAX generic)
629,23,11103.234819296562,58,Mucinex
630,400,11103.234819296562,58,as my usual
631,156,11103.234819296562,58,Z
632,44,11103.234819296562,58,Multivitamins
633,1600,11103.234819296562,58,BiCitra
634,800,11103.234819296562,58,BUPROPION
635,3304,11103.234819296562,58,Oxycodone
636,1200,11103.234819296562,58,rabplaze 20mg
637,2775,11103.234819296562,58,monolucast
638,150,11103.234819296562,58,BARICITINIB
639,6500,11103.234819296562,58,Vit C. Zinc.
640,50,1939.99,2,B12 1
641,650,11103.234819296562,58,BIO-SHIELD
642,2000,11103.234819296562,58,ziac
643,2000,11103.234819296562,58,Doxepin
644,400,11103.234819296562,58,Vitamin D 2000 IU
645,80,11103.234819296562,58,Ventolin HFA rescue inhaler 90 mg as needed
646,24,11103.234819296562,58,Pantoprazole 40 mg daily; Coreg 12.5 mg  bid; venlafaxine ER 75 mg daily
647,800,3272.6,50,Nora-be
648,7000,21686.21,70,lovora
649,2000,14515.44,44,Vit D. Tylenol
650,6048,11103.234819296562,13,Milrinone
651,1200,3321.08,50,Levothyroxin
652,7,87.73,50,Estradiol 0.5 mg
653,120,11103.234819296562,18,gabapentin 300mg three times a day
654,320,11103.234819296562,18,venlafaxine ER 225 daily
655,50,11103.234819296562,58,niacin
656,140,11103.234819296562,58,Xopenex EFA
657,500,1187.19,12,humalog
658,12,11103.234819296562,52,CBD oil
659,2080,10657.19,64,Vit-D supplement
660,19000,19044.32,22,p.m. Alprazolam    0.25mg     1 x night Valacyclovir    1g    3x day for 7 days for flare-ups Amitriptyline    10mg    2x day  Elmiron     100mg    3x day Tamsulosin    0.4 mg    1x day Myrbetriq
661,600,4110.88,12,Symbicort
662,6349,11103.234819296562,13,vitamin b complex
663,6349,3181.2,62,Asprin  81mg 2/day
664,70,11103.234819296562,34,Buprenorphine
665,14851,6546.69,26,Prystiq
666,1900,14571.5,26,ASA 325 mg daily
667,1000,11103.234819296562,13,Donepezil
668,83000,11103.234819296562,62,Lisinopril HCTZ
669,70,11103.234819296562,34,Cephalexin Spiriva
670,60,859.37,70,Folic acid
671,44,11103.234819296562,34,Seasonique
672,5721,11103.234819296562,18,Nadolol
673,100,2794.34,64,amitriptyline and magnesium/zinc/calcium
674,1000,5294.51,2,alprazolam prn
675,50,581.1,21,benaGene stabilized oxaloacetate supplement
676,182,86.4,18,vit d claritin
677,1200,3719.91,13,methotrexate 2.5mg 5
678,442,1928.93,50,Humara
679,10000,6197.0,21,3-0-acetyl-11-ketobeta-bosellic acid (AKBA) alpha-glycosyl  isoquercitrin)  Folic acid
680,500,11103.234819296562,5,allopurinol
681,390,186.25,72,Eliquist 5mg
682,84,11103.234819296562,10,pepcid
683,30,11103.234819296562,38,Lisinopril/HCTZ
684,300,11103.234819296562,38,VIT C
685,34576,10500.0,22,glimepiride 2 mg daily
686,16640,10500.0,22,ADVAIR
687,25,1521.11,49,fluzone 20/21
688,8,3238.79,70,nexium
689,14820,5137.76,10,HCTZ 25mg daily
690,3,11103.234819296562,38,bid
691,30,11103.234819296562,38,multi vit and Zinc
692,2500,11103.234819296562,38,very fatigued
693,132,11103.234819296562,27,none in past 3 months)
694,9380,18750.2,21,Klonopin
695,8153,13535.55,21,B 12
696,4200,7781.88,50,bupropion
697,7,11103.234819296562,49,Prenatal Vitamin
698,285,1629.0,50,last night she took Vitamin C
699,271,1496.76,50,Kelp tablet Floragen
700,1968,1401.49,20,000mg biotin Nature made women?s multivitamin  Calcium citrate  325 mg Vitamin D 25mg
701,10,11103.234819296562,58,Sucralfate
702,100,11103.234819296562,58,.numerous
703,400,2211.05,18,codine/guaifenesin syrup 5lm PO Q6H PRN
704,630,2729.91,13,FLECAINIDE
705,6,11103.234819296562,58,Ibrance
706,400,11103.234819296562,58,lutein
707,500,2442.32,70,PLAQUENIL
708,500,2442.32,70,pure Selenium
709,672,11103.234819296562,46,- Sertraline 100 mg
710,648,11103.234819296562,46,SERTRALINE
711,9275,7444.35,62,citrucil
712,40,11103.234819296562,58,Montelukast
713,150,11103.234819296562,58,bystolic
714,1500,11103.234819296562,58,synthoid.
715,470,11103.234819296562,58,Hyoscyamine
716,140,11103.234819296562,58,antibiotic 2-3 times per week
717,20,20134.43,31,advil
718,3400,22370.64,70,is there snow dyspnea
719,6180,17331.66,54,Ativan
720,7864,18087.86,67,METFORMIN
721,45168,23071.26,13,ipratropium nasal spray
722,60,11103.234819296562,58,Flecainide
723,4200,11103.234819296562,13,fluzone 20/21
724,120,11103.234819296562,58,Macrobid
725,213,180.0,50,glaucoma eye drops
726,6875,11103.234819296562,50,Copaiba
727,4200,18180.65,70,Nortriptline
728,7690,11103.234819296562,50,HEMP LINIMENTS AND OILS.
729,240,11103.234819296562,58,atorvastatin 10mg
730,120,11103.234819296562,58,Enteric ASA
731,1500,11103.234819296562,58,DRIED;MAGNESIUM CARBONATE]; METRONIDAZOLE
732,25000,8530.29,31,adavan
733,603,9698.22,15,1000mg calcium citrate QD
734,7,85.27,50,advair inhaler
735,7800,11103.234819296562,13,000 iu every other day
736,3510,20083.74,61,ELDERBERRY
737,3510,23035.69,61,Sevelamir carbonate 800 mg take 3 with meals
738,3510,23035.69,61,none in past 3 months)
739,350,11103.234819296562,58,temazepam
740,1200,11103.234819296562,58,tight. Allergic reaction and went to ER and got steroids
741,10,11103.234819296562,58,One day vitamin
742,4032,11103.234819296562,13,blood pressure medicine
743,12560,12815.42,2,Glucosamine-Chondroit-Vit C-Mn Tablet
744,2000,8603.58,50,Naproxen 500 mg daily
745,40,11103.234819296562,13,Emergencee Immune drink
746,1242,1448.55,13,lisiniprol
747,110,1953.6,70,0.05mg/0.14 mg
748,300,11103.234819296562,58,birth control
749,540,11103.234819296562,58,LIQUID PROTEIN
750,1500,11103.234819296562,58,Vita C
751,6734,11103.234819296562,58,Muscle Aches
752,144,11103.234819296562,58,jardiance
753,2996,11103.234819296562,58,biotin 10
754,30,11103.234819296562,58,aspirin 81mg daily
755,400,11103.234819296562,58,CITALOPRAM 10MG
756,10,11103.234819296562,58,zestoretic
757,650,11103.234819296562,58,cetrizine
758,350,11103.234819296562,58,lorazepam 0.5mg BID prn anxiety (rarely used)
759,70,11103.234819296562,58,calcium chews
760,440,11103.234819296562,58,acetaminophen 250mg (2 daily)
761,1500,11103.234819296562,58,Norco amlodipine
762,2965,11103.234819296562,58,Aspirin EC Tablet Delaye
763,1900,11103.234819296562,58,bp
764,4553,11103.234819296562,58,OTC)  Magnesium gluconate  supplement OTC  MV
765,1371,5733.61,70,fluzone 20/21
766,600,11103.234819296562,58,fenofibrate 67mg
767,300,11103.234819296562,58,cholesterol and thyroid meds
768,18000,11103.234819296562,13,Allegra (over the counter 180 mg)
769,1812,11103.234819296562,22,Pamelor
770,84,390.81,18,Flovent HFA
771,15,383.65,50,Apple Cider Vinegar Gummies
772,5178,16751.58,30,Aspirin 81 mg enteric-coated q a.m.     Plavix 75 mg po at bedtime     Iron
773,24,868.31,50,Zinc and Elderberry
774,1000,7828.28,30,Fiber Capsule
775,500,1275.12,12,multivitamin with minerals
776,500,11103.234819296562,5,Ketorolac 0.5% eye drop QD right eye
777,1000,2373.73,12,Vitamin D daily
778,150,11103.234819296562,57,one a day women?s formula multivitamin-1 daily
779,850,156.97,12,calcium carbonate.
780,1250,2487.58,12,dotti-estrogen
781,1307,11103.234819296562,42,losartan 100 mg
782,100,11103.234819296562,64,Chromelyn
783,1270,1262.91,10,sprintec birth control
784,425,11103.234819296562,18,Proscar
785,60,749.96,70,Isosorbide Mononitrate 30mg daily
786,2496,4474.15,21,Trileptal (trigeminal neuralgia)
787,5004,11731.15,21,Culturelle Women's Probiotic
788,50,378.6,21,multi vitamins
789,1000,2802.42,12,Vitamin D 50
790,2500,5469.91,12,ProBio5 & Biocleanse (Plexus)
791,500,11103.234819296562,13,amlodipine
792,10000,28837.28,67,oxybutinin
793,10000,22691.75,67,OC vitamins
794,5,11103.234819296562,49,some other vitamins and supplements.
795,60,11103.234819296562,38,Baby aspirin OD
796,1500,11103.234819296562,38,Sotalol
797,100000,35034.75,22,lysine 1000mg daily
798,5,11103.234819296562,49,Phillips Colon Health
799,32510,28336.18,13,Goli Apple Cider Vinegar gummies
800,50,11103.234819296562,49,raniditine
801,600,11103.234819296562,19,Rybelsus
802,712,11103.234819296562,18,silodosin
803,2,523.12,70,Hydrocortisione 10mg BID; Hydroxyzine 50mg BID
804,125,1425.77,70,Sertraline 25mg
805,400,11103.234819296562,38,Calcium and Vitamin D
806,6520,12768.47,21,Toprol XL
807,6199,11103.234819296562,50,Rosuvastatin Calcium
808,232,1136.37,67,stiolto respimat
809,30,2556.61,49,dorzolamide
810,289,1550.95,21,Sprouts Brand) daily.   Enjoy wine.
811,3000,11103.234819296562,50,WELLBUTRIN SR
812,500,11103.234819296562,50,thyroid vitamin
813,10080,4408.29,46,1000mg Tylenol BID
814,1130,3748.24,50,Prescription Meds: Lisinopril 5mg Daily Supplements: D3 (5000 IU Daily)
815,100,641.06,50,Mirabegron
816,100,11103.234819296562,50,Celecoxib
817,500,1225.17,70,Aleve prior to vaccine. Takes Omeprazole daily
818,9792,5136.08,22,Cosopt eye drops twice nailing
819,3840,11103.234819296562,13,Emgality subd monthly
820,432,11103.234819296562,46,L-Glutamine
821,14364,11103.234819296562,46,Lexapro Amilodipine
822,100,11103.234819296562,58,methacarbomal
823,80,11103.234819296562,58,Estradiol(1mg)
824,240,11103.234819296562,58,Ator
825,4,1808.19,70,Medication history from EMR: Mucinex
826,54,11103.234819296562,49,Simvastin
827,500,1754.04,67,ULTRAM
828,10,11103.234819296562,58,albuterol sulfate inhalation
829,1080,2985.93,2,magic mouthwash
830,380,11103.234819296562,13,Many
831,2200,11103.234819296562,13,had 2 glasses of wine
832,20,658.68,2,Clopidogrel
833,7002,44347.71,61,Ivabradine
834,1500,11103.234819296562,58,Nuva ring
835,200,11103.234819296562,58,Atenolol 50mg
836,10594,24025.77,21,toprolol
837,2000,924.4,42,VIT D3 -1000 MG
838,3991,11103.234819296562,42,Mutlivitamins
839,10,526.05,49,and Selexa
840,5500,11103.234819296562,50,dotti-estrogen
841,4800,13093.27,50,Dulara Inhaler
842,650,7936.81,70,ASA 81
843,20,1153.43,50,Zinc daily
844,35,585.12,70,pravastatain 10mg
845,3470,22803.8,61,silica
846,839,3146.63,70,Tevau).
847,2680,11103.234819296562,42,folic acid/multivit-min/lutein
848,12500,12937.16,2,Aciphex
849,168,2793.62,46,Co-Q10
850,24480,4443.97,22,DONEPEZIL HCL 5 MG at HS
851,5,810.85,49,Benadryl prn
852,60,11103.234819296562,2,magnesium
853,1163,6269.97,70,mirabegron
854,22752,853.87,22,Olopatadine
855,14,810.36,2,famotidine 20-1 daily
856,560,806.55,46,Candibactin AR
857,50,2704.58,2,400mcg Tylenol 600mg
858,90,11103.234819296562,58,zertec
859,3710,11103.234819296562,58,colchicine
860,25637,11103.234819296562,58,Prenatal Vits
861,1200,11103.234819296562,58,calciu
862,16000,11103.234819296562,58,Rasagiline Mesylate 1 mg Carbidopa-Levodopa 25-100 tab omeprazole Dr 20 mg Multi vitamins
863,2000,11103.234819296562,58,Beep
864,1500,11103.234819296562,58,vit d
865,4023,11103.234819296562,58,81 mg aspirin 3x per week
866,200,11103.234819296562,58,Chlorhexidine rinse
867,100,11103.234819296562,58,EC aspirin
868,80,11103.234819296562,58,500 B
869,200,11103.234819296562,58,Florajen 3
870,140,11103.234819296562,58,Flucanizole
871,60,11103.234819296562,58,doxycycline hyclate
872,30,11103.234819296562,58,Alprazolam. Atorvastatin
873,1200,11103.234819296562,58,sambucus
874,2160,11103.234819296562,58,Synthroid 50 MCG
875,3000,11103.234819296562,58,Garlic tablet
876,6000,11103.234819296562,58,Pravastatin 40mg - 1 every day
877,6840,11103.234819296562,58,Sevlamar
878,10,11103.234819296562,58,Singular
879,80,11103.234819296562,58,Memantine.  Multivitamin
880,200,11103.234819296562,58,tablet
881,500,2094.08,67,Zoloft 200 mg qhs
882,4500,11559.65,50,ZETIA
883,150,1894.41,70,Lexapro Amilodipine
884,150,2486.15,70,Lactulose
885,55,3013.19,49,Protonix 40mg daily
886,159,11103.234819296562,2,Claritin
887,7500,17974.69,50,SINGULAR
888,5000,11653.64,67,Raloxefene
889,1500,7120.0,50,D3 Vitamin Gummies
890,600,6148.29,70,carbidopa-levodopa
891,19392,5209.46,22,Orilissa
892,6000,11103.234819296562,13,b
893,800,1770.43,13,Liletta IUD
894,75,808.0,70,Meloxicam 7.5mg
895,80,11103.234819296562,18,Home Meds:  acetaminophen (TYLENOL) 500 MG tablet Take 500-1
896,1000,11103.234819296562,58,Vitamin B supplement
897,260,11103.234819296562,58,ONdansetron
898,1200,11103.234819296562,58,Refresh eye drops. Aspirin and levetiracetam are on medication list but caregiver reported he was not taking.
899,5000,10490.77,2,levothyrine
900,733,7079.25,15,Lisinopril 10
901,1250,2829.61,12,Gabapentin PRN
902,500,1215.84,12,Docusate Sodium
903,1000,7878.06,13,1. Vyvanse
904,245,1020.6,13,Lisinopiril
905,5080,11103.234819296562,13,Indomethacin (50mg)
906,38534,11103.234819296562,13,vit c & d
907,3500,10879.22,12,multivits
908,1389,11103.234819296562,18,Famotidine 40 mg daily
909,7000,11103.234819296562,13,Ofev
910,10000,29470.0,67,Blood Thinner
911,10000,22663.18,67,zioptan.
912,10,1091.64,49,anxiety
913,1300,3850.43,13,folic acid 1mg - 1 tablet 2 times daily
914,120,379.62,21,Take 5 mg by mouth daily
915,10,536.08,49,Yasmine birth control
916,3991,9898.8,54,kcl 20mEq po qam
917,463,4360.83,70,garlic 1000mg  x 2 daily
918,300,11103.234819296562,70,Zyrtec daily
919,600,2127.22,64,Percocet
920,48259,19088.86,13,C- 1500mg
921,3,1800.33,70,CITALOPRAM 10MG
922,1000,4829.61,50,hydrocholorotidizide
923,2,11103.234819296562,70,cefepime
924,780,11103.234819296562,10,bisoprolol
925,4,11103.234819296562,38,ipratropium
926,2500,11103.234819296562,38,C turmeric
927,100,11103.234819296562,38,Celexa 20 mg
928,150,11103.234819296562,38,metFORMIN HCl Tablet 500 MG
929,250,11103.234819296562,70,LEVOTHORAXINE
930,7719,15636.7,21,senna-docusate
931,5300,32437.45,70,Tramadol PRN
932,600,11103.234819296562,38,Resveratrol
933,240,1442.92,50,calcium carb-ergocalciferol (vit D2) 600 mg calcium-200 unit tablet 1 tab orally once daily Qty: - Refills: 0 Date Written: 02/17/20 Problem: - Stop Date: - Diagnosis Code: - cholecalciferol (vitamin D3) 25 mcg (1
934,1044,6267.38,61,Asa
935,955,1802.14,50,Estradiol 0.5MG cream 2 pumps (1ML) .
936,748,3740.04,70,wellbutrin xl
937,80,11103.234819296562,58,Elglutamine
938,10,11103.234819296562,58,vit C
939,1000,11103.234819296562,58,Aripiprazole
940,200,11103.234819296562,58,ESCITALOPRAM
941,360,11103.234819296562,13,temazepam
942,1400,2869.03,13,doxepin
943,10080,5893.08,46,Power Zinc chewable
944,2016,2867.81,46,amlodipine 10 mg
945,100,11103.234819296562,58,Myrbertriq
946,1480,2652.33,2,pravastatin
947,5040,11103.234819296562,46,Lexapro Multivit Vit D
948,80,11103.234819296562,58,SPIRONOLACTONE 50MG
949,20,11103.234819296562,58,Hydrochlorothiazide 25mg QD
950,4,11103.234819296562,58,just vitamins
951,32,399.18,44,vitamin b12 injection
952,1396,11103.234819296562,50,Plavix
953,83400,87692.85,28,zafirlukast
954,34,1976.57,31,000 units daily  pregnenolone 30 mg daily DHEA 15 mg daily  Iodine 15 mg daily
955,34,11103.234819296562,31,lysine 1000mg daily
956,1000,11103.234819296562,58,xanax
957,6502,11103.234819296562,50,Men's Multivitamin Daily Over the Counter: Baby Aspirin (81mg Daily)
958,240,1516.05,18,carvedilol 9.375 mg BID
959,25,1528.06,31,valtrex
960,1800,11103.234819296562,13,Amlodapine
961,6998,44360.44,61,Humalog insulin
962,550,11103.234819296562,58,Hair Skin and Nails Gummies vitamins
963,10,11103.234819296562,58,turmeric curcumin with bioperine2600mg
964,2,11103.234819296562,50,acetaminophen PRN
965,20000,11103.234819296562,31,cranberry pill 250 mg one twice a day
966,1000,11103.234819296562,50,vitamin supplement
967,6966,11103.234819296562,13,Omega 3
968,5000,11103.234819296562,17,Folic acid 1mg daily
969,9325,15288.75,21,metoprolol succinate 25mg
970,3711,6112.63,21,BUSPIRONE
971,5,11103.234819296562,8,calciu
972,3622,15045.56,50,pregabalan
973,2357,11103.234819296562,42,spiriva
974,2086,5926.53,70,Omega 3 fish oil
975,7800,11103.234819296562,13,eliquis
976,22428,11103.234819296562,13,EPA/DHA fish oil
977,8000,25513.66,70,Naproxen  500mg
978,110,11103.234819296562,39,Lunesta PRN
979,1176,865.6,13,klor-con m10
980,963,3100.66,70,and Propranolol
981,1500,9749.73,50,multivitamin levothyroxine.
982,180,11103.234819296562,58,biotin
983,6000,11103.234819296562,58,Albuterol nebulizer
984,3600,11103.234819296562,58,cannabis
985,5550,11103.234819296562,58,spirnolactone
986,40,11103.234819296562,58,isorbide monintrate ER 60mg daily
987,24150,11103.234819296562,58,Calcitriol 0.25 mcg
988,100,11103.234819296562,58,ESTRADIOL
989,1000,11103.234819296562,58,niacinamide
990,10,11103.234819296562,58,pregabalin
991,2000,11103.234819296562,58,vit e
992,150,11103.234819296562,58,PRN  Narcan
993,80,11103.234819296562,58,Losartan 50 mg
994,300,11103.234819296562,58,vitamin b12 injection
995,400,11103.234819296562,58,Glimeperide Januvia Vitamin C Equate Allergy Relief Biotin Gabapentin Montulekast Calcim
996,1000,11103.234819296562,58,spironolactone 25 mg qD
997,1900,11103.234819296562,58,TALTZ
998,3344,11103.234819296562,58,Benicar
999,7000,11103.234819296562,58,Nature's Truth Melatonin 10 mg gummies
1000,1000,11103.234819296562,58,NAC
1001,2026,8727.54,70,DEPO-PROVERA
1002,1800,11103.234819296562,58,Prevacid.
1003,650,11103.234819296562,58,docsenana 2 tabs daily
1004,30,11103.234819296562,58,Apple Cider Gummies
1005,60,4185.29,49,alprazolam
1006,7500,17662.98,50,Advil and Excedrin
1007,6393,30697.91,50,i had a shingles outbreak of the rare Ramsay Hunt variety
1008,38736,33235.44,46,Bayer Low Dose Aspirin (81 mg x 1)
1009,22512,5761.87,46,Ducosate Sodium
1010,33,238.56,50,Xopenex EFA
1011,950,5213.02,50,Rolaids
1012,138,1060.43,70,LEVOTHORAXINE
1013,480,11103.234819296562,18,(1) Acetaminophen 500mg PO Q4H PRN pain (2) Albuterol inhaler 1 puff Q4H PRN (3) Cyanocobalamin 1000mg PO daily (4) Diazepam 5mg PO daily PRN anxiety (5) Ergocalciferol 48
1014,150,2681.23,50,Vita-B1 100mg Trazodone 50mg
1015,550,11103.234819296562,58,FELODIPINE
1016,700,11103.234819296562,58,thyroid med.
1017,200,11103.234819296562,58,Effexor 150 mg daily
1018,400,11103.234819296562,58,Zertek
1019,2500,7513.71,50,Benadryl 25 mg by mouth
1020,120,1862.27,70,enalapril
1021,228,1218.91,59,Sig: 1 tablet Orally Once a day Start Date: 04/02/2020   Taking Depo-Estradiol 5 MG/M
1022,764,859.14,59,BP MED
1023,341,11103.234819296562,59,birth control yazmin
1024,10403,1893.82,59,singulair
1025,5151,2921.0,59,atorvastatin 40 mg
