,ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Suggest count,Delivery Time,Shipment Cost,lat,long,db_cluster,Supply score
54,530,108-VN-T01,Pre-PQ Process,SCMS-23450,ASN-2336,Vietnam,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,5/14/08,2008-09-19,19-Sep-08,19-Sep-08,ARV,Adult,46,Furosemide 20 mg,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1344,18359.04,13.66,0.46,Mylan (formerly Matrix) Nashik,Yes,1537,13507.92,29.37,83,128,0.006539060321591226,24.25216005110323,62.08901659224073,0,13553.926539060321
55,531,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2783,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,2006-05-02,2008-08-20,20-Aug-08,20-Aug-08,ARV,Adult,58,Benadryl 50mg PO QHS PRN,Stavudine,Zerit,20mg,Capsule,60,20,103.4,5.17,0.09,"BMS Meymac, France",Yes,3424.441305712492,11103.234819296562,0.2,536,841,0.16211746425285006,24.25216005110323,62.08901659224073,0,11164.396936760815
56,532,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,2006-05-02,2008-08-20,8-May-08,8-May-08,ARV,Adult,58,Isosorbide mononitrate,Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,100,1906.0,19.06,0.64,"BMS Meymac, France",Yes,3424.441305712492,11103.234819296562,3.05,824,841,0.03242349285057001,24.25216005110323,62.08901659224073,0,11164.267242789412
57,533,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,2006-05-02,2008-08-20,8-May-08,8-May-08,ARV,Pediatric,58,omeprazole Gabapentin,Stavudine,Zerit,1mg/ml,Powder for oral solution,200,670,1025.1,1.53,0.01,"BMS Meymac, France",No,3424.441305712492,11103.234819296562,1.64,662,841,0.004839327291129852,24.25216005110323,62.08901659224073,0,11164.239658623854
58,535,109-TZ-T01,Pre-PQ Process,SCMS-23610,ASN-2167,Tanzania,PMO - US,Direct Drop,CIP,0,Pre-PQ Process,5/15/08,2008-09-02,2-Sep-08,2-Sep-08,ARV,Adult,18,DAILY MULTI VITAMIN,Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,2597,61470.99,23.67,0.79,"BMS Meymac, France",Yes,117,645.1,98.35,186,110,0.0021230940368406675,24.25216005110323,62.08901659224073,0,663.1021230940369
59,543,106-HT-T01,Pre-PQ Process,SCMS-23840,ASN-2504,Haiti,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,5/20/08,2008-09-30,30-Sep-08,30-Sep-08,HRDT,HIV test,49,ATACAND,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,28,9800.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,109,782.13,15.68,815,133,0.25626802096985585,24.25216005110323,62.08901659224073,0,831.3862680209699
60,551,106-HT-T01,Pre-PQ Process,SCMS-24020,ASN-2865,Haiti,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,5/23/08,2008-11-24,24-Nov-08,24-Nov-08,HRDT,HIV test,70,NP Thyroid Tablets 45Mg Prometrium Capsules 100 mg Estradiol Transdermal System,"HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,84,11676.0,139.0,1.39,"Trinity Biotech, Plc",Yes,54,871.57,22.88,957,185,0.19214506172839507,24.25216005110323,62.08901659224073,0,941.7621450617285
61,598,116-ZA-T01,Pre-PQ Process,SCMS-25540,ASN-2295,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,2006-05-02,2008-06-12,9-Jun-08,9-Jun-08,ARV,Adult,58,Cosopt,Abacavir,Ziagen,300mg,Tablet - blister,60,30,1049.4,34.98,0.58,GSK Ware (UK),Yes,3424.441305712492,11103.234819296562,1.68,335,772,0.10807830950190003,24.25216005110323,62.08901659224073,0,11164.342897606064
62,610,108-VN-T01,Pre-PQ Process,SCMS-26180,ASN-2274,Vietnam,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,7/1/08,2008-09-19,19-Sep-08,19-Sep-08,ARV,Adult,13,glucosamine/msm,Lamivudine,Generic,150mg,Tablet,60,38640,92736.0,2.4,0.04,"Aurobindo Unit III, India",Yes,2719,18614.72,148.38,767,80,0.00017717815814942317,17.46605305,78.38315469438473,1,18628.72017717816
63,630,112-NG-T01,Pre-PQ Process,SCMS-26560,ASN-2366,Nigeria,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,7/2/08,2009-02-25,9-Sep-08,9-Sep-08,ACT,ACT,31,Ranitidine,Artemether/Lumefantrine,Coartem,20/120mg,Tablet - FDC + blister,540,34,1547.68,45.52,0.08,"Novartis Pharma AG, Switzerland",Yes,115,1755.87,2.48,527,238,0.4490716112531969,47.55364695,7.957880614328955,5,1792.319071611253
64,637,108-VN-T01,Pre-PQ Process,SCMS-26200,ASN-2563,Vietnam,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,7/3/08,2008-10-08,8-Oct-08,8-Oct-08,ARV,Adult,13,CELEBREX; buspar,Stavudine,Generic,30mg,Capsule,60,42000,60900.0,1.45,0.02,"Aurobindo Unit III, India",Yes,2600,10179.16,97.44,37,97,9.321575091575092e-05,17.46605305,78.38315469438473,1,10193.16009321575
65,646,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,2006-05-02,2008-07-10,8-Jul-08,8-Jul-08,ARV,Pediatric,58,Sennoside,Nevirapine,Viramune,10mg/ml,Oral suspension,240,50,696.5,13.93,0.06,"BI, Ingelheim, Germany",Yes,3424.441305712492,11103.234819296562,1.11,463,800,0.06484698570114002,49.9760129,8.0532128,6,11170.299666282262
66,660,108-VN-T01,Pre-PQ Process,SCMS-27360,ASN-2767,Vietnam,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,7/24/08,2008-11-27,27-Nov-08,27-Nov-08,ARV,Adult,46,Trazodone 75mg QHS,Efavirenz,Generic,600mg,Tablet,30,16800,171192.0,10.19,0.34,Mylan (formerly Matrix) Nashik,Yes,1224,4686.88,335.54,602,126,0.0002279256146903206,24.25216005110323,62.08901659224073,0,4732.880227925615
67,668,102-GY-T01,Pre-PQ Process,SCMS-27670,ASN-2255,Guyana,PMO - US,Direct Drop,CIP,0,Pre-PQ Process,7/25/08,2008-08-15,15-Aug-08,15-Aug-08,MRDT,Malaria,72,tumeric pemetrexed/pembrolizumab - 12 doses,Malaria Paramax-3 Kit,Paramax,,Test kit,25,98,3675.0,37.5,1.5,Not Applicable,Yes,34,180.0,5.88,882,21,0.05402160864345738,24.25216005110323,62.08901659224073,0,252.05402160864347
68,670,110-ZM-T01,Pre-PQ Process,SCMS-27790,ASN-2641,Zambia,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,7/31/08,2008-10-20,20-Oct-08,20-Oct-08,HRDT,HIV test,50,Furosemide.,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,4500,323955.0,71.99,0.72,Inverness Japan,Yes,1053,11062.05,634.95,408,81,0.0023345045900601455,57.4797553,-4.223209,3,11115.05233450459
69,712,119-NA-T01,Pre-PQ Process,SCMS-28840,ASN-2450,Namibia,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,8/26/08,2008-09-18,18-Sep-08,18-Sep-08,HRDT,HIV test,70,potassium chloride,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,10,320.0,32.0,1.6,"Trinity Biotech, Plc",Yes,3424.441305712492,11103.234819296562,0.51,62,23,0.3242349285057001,24.25216005110323,62.08901659224073,0,11173.559054225068
70,717,104-CI-T01,Pre-PQ Process,SCMS-29140,ASN-2472,Côte d'Ivoire,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,8/27/08,2008-10-02,2-Oct-08,2-Oct-08,HRDT,HIV test,15,Tricor,"HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,500,38000.0,76.0,1.9,Bio-Rad Laboratories,Yes,562,11298.13,60.8,155,36,0.04020686832740213,33.64897205,-117.71755978070712,4,11317.170206868326
71,719,104-CI-T01,Pre-PQ Process,SCMS-29340,ASN-2921,Côte d'Ivoire,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,9/3/08,2009-01-23,23-Jan-09,23-Jan-09,ACT,ACT,31,donepezil,Artesunate+Amodiaquine,Generic,50+153mg,Tablet - FDC + co-blister,12,25000,9750.0,0.39,0.03,Ipca Dadra/Nagar Haveli IN,Yes,1708,12830.91,19.11,959,142,0.0003004896955503513,24.25216005110323,62.08901659224073,0,12861.910300489695
72,772,131-NG-T01,Pre-PQ Process,SCMS-30502,ASN-3653,Nigeria,PMO - US,Direct Drop,CIP,0,Pre-PQ Process,3/6/09,2009-03-10,8-Apr-09,8-Apr-09,ARV,Adult,42,Loratadine,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,9,453.6,50.4,1.68,"MSD, Haarlem, NL",Yes,3424.441305712492,11103.234819296562,0.89,609,4,0.3602610316730001,52.39252235,4.657020019135789,7,11152.595080328236
73,791,119-NA-T01,Pre-PQ Process,SCMS-31180,ASN-2717,Namibia,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,9/24/08,2008-10-29,29-Oct-08,29-Oct-08,HRDT,HIV test,50,polyethylene glycol packet,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,150,10798.5,71.99,0.72,Inverness Japan,Yes,46,2698.04,21.17,627,35,0.3910202898550725,57.4797553,-4.223209,3,2751.431020289855
74,796,102-BW-T01,Pre-PQ Process,SCMS-31370,ASN-2796,Botswana,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,10/2/08,2008-11-28,28-Nov-08,28-Nov-08,HRDT,HIV test - Ancillary,70,Fluticasone Propionate,"HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",Uni-Gold,,Test kit - Ancillary,2,15,450.0,30.0,15.0,"Trinity Biotech, Plc",Yes,1,578.01,0.88,946,57,38.534,24.25216005110323,62.08901659224073,0,686.544
75,797,110-ZM-T01,Pre-PQ Process,SCMS-31380,ASN-3172,Zambia,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,10/2/08,2009-01-23,23-Jan-09,23-Jan-09,HRDT,HIV test,67,81mg ASA,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,319,6380.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,100,1122.24,12.5,172,113,0.03517993730407524,24.25216005110323,62.08901659224073,0,1189.275179937304
76,835,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,2006-05-02,2009-05-17,9-Oct-08,9-Oct-08,ARV,Adult,58,Amlodipine 10mg QD,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,80,1830.4,22.88,0.76,"Aspen-OSD, Port Elizabeth, SA",Yes,3424.441305712492,11103.234819296562,3.59,436,1111,0.040529366063212516,24.25216005110323,62.08901659224073,0,11164.275348662624
77,836,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3892,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,2006-05-02,2009-05-17,17-May-09,17-May-09,ARV,Adult,58,VIT D 2000U,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,120,2745.6,22.88,0.76,"Aspen-OSD, Port Elizabeth, SA",Yes,3424.441305712492,11103.234819296562,5.38,991,1111,0.027019577375475008,24.25216005110323,62.08901659224073,0,11164.261838873937
78,837,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,2006-05-02,2009-05-17,9-Oct-08,9-Oct-08,ARV,Pediatric,58,d and Zinc   Monocycline  . probiotic,Stavudine,Zerit,1mg/ml,Powder for oral solution,200,600,858.0,1.43,0.01,"BMS Meymac, France",No,3424.441305712492,11103.234819296562,1.68,960,1111,0.005403915475095002,24.25216005110323,62.08901659224073,0,11164.240223212037
79,838,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,2006-05-02,2009-05-17,9-Oct-08,9-Oct-08,ARV,Pediatric,58,L-THYROXINE,Didanosine,Videx,100mg,Chewable/dispersible tablet,60,7,91.35,13.05,0.22,"BMS Meymac, France",No,3424.441305712492,11103.234819296562,0.18,261,1111,0.463192755008143,24.25216005110323,62.08901659224073,0,11164.698012051571
80,839,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,2006-05-02,2009-05-17,9-Oct-08,9-Oct-08,ARV,Pediatric,58,Raloxifene 60 mg,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,40,1375.6,34.39,0.11,ABBVIE (Abbott) Logis. UK,No,3424.441305712492,11103.234819296562,2.7,417,1111,0.08105873212642503,24.25216005110323,62.08901659224073,0,11164.315878028689
81,849,102-GY-T01,Pre-PQ Process,SCMS-33930,ASN-3209,Guyana,PMO - US,Direct Drop,CIP,0,Pre-PQ Process,11/19/08,2009-02-06,6-Feb-09,6-Feb-09,MRDT,Malaria,72,dalfampridine 10 mg BID,Malaria Paramax-3 Kit,Paramax,,Test kit,25,108,4050.0,37.5,1.5,Not Applicable,Yes,3424.441305712492,11103.234819296562,7.94,217,79,0.030021752639416675,24.25216005110323,62.08901659224073,0,11175.264841049202
82,858,109-TZ-T01,Pre-PQ Process,SCMS-34680,ASN-3332,Tanzania,PMO - US,Direct Drop,CIP,0,Pre-PQ Process,12/19/08,2009-04-21,21-Apr-09,21-Apr-09,ARV,Adult,42,CITALOPRAM 10MG,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Atripla,600/200/300mg,Tablet - FDC,30,50000,2520000.0,50.4,1.68,"MSD, Haarlem, NL",Yes,4093,9339.0,4939.2,534,123,4.563400928414366e-05,52.39252235,4.657020019135789,7,9388.00004563401
83,914,104-CI-T01,Pre-PQ Process,SCMS-35790,ASN-3242,Côte d'Ivoire,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,12/19/08,2009-03-02,2-Mar-09,2-Mar-09,ANTM,Malaria,31,LOVASTATIN,Quinine (as dihydrochloride),Generic,600mg/2ml,Injection,100,140,2731.4,19.51,0.2,Gland Pharma Ltd Pally Factory,Yes,5209,25405.22,5.35,30,73,0.0348369854372926,24.25216005110323,62.08901659224073,0,25436.254836985438
84,937,111-MZ-T01,Pre-PQ Process,SCMS-36660,ASN-3509,Mozambique,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,1/5/09,2009-03-23,23-Mar-09,23-Mar-09,HRDT,HIV test,70,Ubiquinol CQ-10,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,5700,182400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1906,23914.8,357.5,521,77,0.002201248136079969,24.25216005110323,62.08901659224073,0,23984.802201248134
85,960,108-VN-T01,Pre-PQ Process,SCMS-37170,ASN-3562,Vietnam,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,1/16/09,2009-04-10,10-Apr-09,10-Apr-09,ARV,Adult,13,Spirolactone,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5964,51350.04,8.61,0.14,"Aurobindo Unit III, India",Yes,3509,12835.2,100.65,779,84,0.0006133122473799767,17.46605305,78.38315469438473,1,12849.200613312249
86,961,108-VN-T01,Pre-PQ Process,SCMS-37170,ASN-3562,Vietnam,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,1/16/09,2009-04-10,10-Apr-09,10-Apr-09,ARV,Adult,13,Metamucil,Lamivudine,Generic,150mg,Tablet,60,21000,50400.0,2.4,0.04,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,98.78,783,84,0.00015439758500271434,17.46605305,78.38315469438473,1,11117.234973694147
87,962,108-VN-T01,Pre-PQ Process,SCMS-37180,ASN-3521,Vietnam,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,1/16/09,2009-03-23,23-Mar-09,23-Mar-09,ARV,Adult,22,Multiple Vitamins(multivitamin) tablet 1 tablet by mouth once a day aspirin(aspirin) 81 mg tablet,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,10560,72864.0,6.9,0.12,"Cipla, Goa, India",Yes,924,4225.93,142.81,366,66,0.000433098230683458,24.25216005110323,62.08901659224073,0,4247.930433098231
88,979,108-VN-T01,Pre-PQ Process,SCMS-31721,ASN-3454,Vietnam,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,10/21/08,2009-03-16,16-Mar-09,16-Mar-09,ARV,Adult,13,amlopidine 10 mg,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2352,20250.72,8.61,0.14,"Aurobindo Unit III, India",Yes,211,892.5,39.69,557,146,0.0017984089370345294,17.46605305,78.38315469438473,1,906.501798408937
89,985,109-TZ-T01,Pre-PQ Process,SCMS-38370,ASN-3751,Tanzania,PMO - US,Direct Drop,FCA,0,Pre-PQ Process,2/5/09,2009-05-28,28-May-09,28-May-09,ARV,Pediatric,2,tylenol ES as needed,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,524,21536.4,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,644,6668.61,42.21,510,112,0.019761420748186428,24.25216005110323,62.08901659224073,0,6670.629761420748
90,986,109-TZ-T01,Pre-PQ Process,SCMS-38380,ASN-3627,Tanzania,PMO - US,Direct Drop,FCA,0,Pre-PQ Process,2/5/09,2009-05-04,4-May-09,4-May-09,ARV,Pediatric,2,OTC;  Allegra,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2094,21526.32,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,237,11103.234819296562,42.19,231,88,0.02237301435747013,49.47470885,8.437682841085376,2,11107.257192310919
91,993,107-RW-T01,Pre-PQ Process,SCMS-38660,ASN-3710,Rwanda,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,2/18/09,2009-04-28,28-Apr-09,28-Apr-09,HRDT,HIV test,54,Imuran (50),"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,,Test kit,30,8249,185602.5,22.5,0.75,Premier Med. Corp Ltd. India,Yes,2800,12595.81,363.78,184,69,0.0005453392619018756,24.25216005110323,62.08901659224073,0,12649.810545339262
92,1037,123-NG-T01,Pre-PQ Process,SCMS-39640,ASN-4747,Nigeria,PMO - US,Direct Drop,CIP,0,Pre-PQ Process,3/4/09,2009-09-30,30-Sep-09,30-Sep-09,ARV,Adult,18,Fish Oil,Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,200,4734.0,23.67,0.79,"BMS Meymac, France",Yes,11,463.0,9.28,761,210,0.21045454545454545,24.25216005110323,62.08901659224073,0,481.2104545454545
93,1046,106-HT-T01,Pre-PQ Process,SCMS-40000,ASN-3675,Haiti,PMO - US,Direct Drop,CIP,0,Pre-PQ Process,3/6/09,2009-03-31,31-Mar-09,31-Mar-09,ARV,Pediatric,18,( such as having an issue with my asthma),Didanosine,Videx,50mg,Chewable/dispersible tablet,60,80,760.0,9.5,0.16,"BMS Meymac, France",Yes,43,260.0,1.49,629,25,0.0755813953488372,24.25216005110323,62.08901659224073,0,278.0755813953488
94,1047,106-HT-T01,Pre-PQ Process,SCMS-40000,ASN-3675,Haiti,PMO - US,Direct Drop,CIP,0,Pre-PQ Process,3/6/09,2009-03-31,31-Mar-09,31-Mar-09,ARV,Pediatric,18,MVI,Didanosine,Videx,2g,Powder for oral solution,200,32,402.88,12.59,0.06,"BMS Meymac, France",No,3424.441305712492,11103.234819296562,0.79,842,25,0.10132341515803128,24.25216005110323,62.08901659224073,0,11121.33614271172
95,1048,106-HT-T01,Pre-PQ Process,SCMS-40030,ASN-3750,Haiti,PMO - US,Direct Drop,FCA,0,Pre-PQ Process,3/6/09,2009-04-15,15-Apr-09,15-Apr-09,ARV,Pediatric,2,Amlodipine 10 mg,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,46,472.88,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,10,893.22,0.93,901,40,1.9417826086956522,49.47470885,8.437682841085376,2,899.1617826086957
96,1063,116-ZA-T01,Pre-PQ Process,SCMS-40810,ASN-3634,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,2006-05-02,2009-03-31,2-Dec-08,2-Dec-08,ARV,Adult,58,Citrical with Vit.D,Efavirenz,Generic,600mg,Tablet,30,3025,47522.75,15.71,0.52,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296562,93.14,928,1064,0.0010718510033246283,17.46605305,78.38315469438473,1,11162.235891147566
97,1065,116-ZA-T01,Pre-PQ Process,SCMS-41040,ASN-3623,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,2006-05-02,2009-04-07,3-Dec-08,3-Dec-08,ARV,Adult,58,Citalopram 10mg,Efavirenz,Generic,600mg,Tablet,30,3500,49840.0,14.24,0.47,"Cipla, Goa, India",Yes,3424.441305712492,11103.234819296562,97.69,944,1071,0.0009263855100162861,24.25216005110323,62.08901659224073,0,11161.235745682072
98,1066,116-ZA-T01,Pre-PQ Process,SCMS-41040,ASN-3623,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,2006-05-02,2009-04-07,3-Dec-08,3-Dec-08,ARV,Pediatric,58,Vitamin D3 25mcg QD,Zidovudine,Generic,10mg/ml,Oral solution,240,1008,3588.48,3.56,0.01,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,7.03,959,1071,0.0032166163542232157,17.46605305,78.38315469438473,1,11162.238035912917
99,1067,116-ZA-T01,Pre-PQ Process,SCMS-41060,ASN-3624,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,2006-05-02,2009-05-05,23-Dec-08,23-Dec-08,ARV,Pediatric,58,Promethazine,Stavudine,Zerit,1mg/ml,Powder for oral solution,200,960,1152.0,1.2,0.01,"BMS Meymac, France",Yes,3424.441305712492,11103.234819296562,2.26,876,1099,0.003377447171934376,24.25216005110323,62.08901659224073,0,11161.238196743734
100,1068,116-ZA-T01,Pre-PQ Process,SCMS-41070,ASN-3625,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,2006-05-02,2009-05-12,30-Dec-08,30-Dec-08,ARV,Pediatric,58,olmesartan,Lamivudine,Epivir,10mg/ml,Oral solution,240,1800,10512.0,5.84,0.02,GSK Mississauga (Canada),Yes,3424.441305712492,11103.234819296562,20.6,731,1106,0.0018013051583650006,24.25216005110323,62.08901659224073,0,11161.23662060172
101,1070,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,2006-05-02,2009-03-31,21-Nov-08,21-Nov-08,ARV,Adult,58,budesonide,Stavudine,Generic,30mg,Capsule,60,1200,3384.0,2.82,0.05,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296562,6.63,969,1064,0.002701957737547501,17.46605305,78.38315469438473,1,11162.2375212543
102,1077,116-ZA-T01,Pre-PQ Process,SCMS-41462,ASN-4361,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,3/18/09,2009-06-25,21-Apr-09,21-Apr-09,ARV,Pediatric,58,Valium,Lamivudine,Generic,10mg/ml,Oral solution,240,346,1954.9,5.65,0.02,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296562,3.83,776,99,0.009370951690916188,17.46605305,78.38315469438473,1,11162.244190248253
103,1078,116-ZA-T01,Pre-PQ Process,SCMS-41460,ASN-4502,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,3/18/09,2009-06-25,5-Jun-09,5-Jun-09,ARV,Pediatric,58,Claritan,Efavirenz,Generic,50mg,Capsule,30,5300,16642.0,3.14,0.1,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296562,32.62,114,99,0.0006117640160484908,17.46605305,78.38315469438473,1,11165.235431060579
104,1079,116-ZA-T01,Pre-PQ Process,SCMS-41464,ASN-4634,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,3/18/09,2009-06-25,17-Jun-09,17-Jun-09,ARV,Pediatric,58,Vitamin D3 5000 IU daily,Lamivudine,Generic,10mg/ml,Oral solution,240,342,1932.3,5.65,0.02,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296562,3.79,899,99,0.009480553465078952,17.46605305,78.38315469438473,1,11162.244299850026
105,1080,116-ZA-T01,Pre-PQ Process,SCMS-41480,ASN-5055,South Africa,PMO - US,Direct Drop,DDP,3,Pre-PQ Process,6/15/09,2009-08-19,19-Aug-09,19-Aug-09,ARV,Adult,58,oxymorphone,Stavudine,Zerit,15mg,Capsule,60,2700,10665.0,3.95,0.07,"BMS Meymac, France",Yes,3424.441305712492,11103.234819296562,20.9,651,65,0.0012008701055766671,24.25216005110323,62.08901659224073,0,11164.236020166667
106,1084,116-ZA-T01,Pre-PQ Process,SCMS-41581,ASN-4196,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,3/27/09,2009-06-25,14-Apr-09,14-Apr-09,ARV,Adult,58,Milrinone,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,3735,134385.3,35.98,0.3,ABBVIE Ludwigshafen Germany,Yes,3424.441305712492,11103.234819296562,263.4,326,90,0.0008680988715012051,49.47470885,8.437682841085376,2,11163.235687395434
107,1085,116-ZA-T01,Pre-PQ Process,SCMS-41589,ASN-4358,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,3/27/09,2009-06-25,29-Apr-09,29-Apr-09,ARV,Adult,58,Tri Femynor.,Zidovudine,Retrovir,300mg,Tablet,60,6000,80640.0,13.44,0.22,GSK Aranda,Yes,3424.441305712492,11103.234819296562,158.05,74,90,0.0005403915475095002,41.663094799999996,-3.7204839159139755,8,11169.23535968811
108,1086,116-ZA-T01,Pre-PQ Process,SCMS-41584,ASN-4385,South Africa,PMO - US,Direct Drop,DDP,0,Pre-PQ Process,3/27/09,2009-06-25,20-Apr-09,20-Apr-09,ARV,Adult,58,Armour Thyroid; Simvastatin; Singular: Meloxicam; Lisinoprol; Prilosec; Zolpidem - ASA 325;  Melatonin; Zyrtec,Stavudine,Generic,30mg,Capsule,60,11672,35016.0,3.0,0.05,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296562,68.63,667,90,0.000277788663901388,17.46605305,78.38315469438473,1,11162.235097085226
109,1095,144-BW-T01,Pre-PQ Process,SCMS-41870,ASN-4896,Botswana,PMO - US,Direct Drop,EXW,0,Pre-PQ Process,3/25/09,2009-11-13,13-Nov-09,13-Nov-09,HRDT,HIV test,49,incruse,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,20,7000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,48,1172.11,13.72,958,233,1.2209479166666666,24.25216005110323,62.08901659224073,0,1222.3309479166667
